identifier	t	z	geometry
SS_IS_001	Islands	2	0106000020110F000001000000010300000001000000C60000007F7631DDE7E73441F456FD5F81B7554121EF66E8FEE73441839B2B617EB75541FB228009EBE73441B90071E974B755417810BDDCEAE73441BEC15FA674B755416AABED19EBE734417F817F8D74B755419518F0FFEAE734414E547F7774B75541DFFAA1B9EAE734416740666874B75541725DDA3EEAE73441CDE5F33074B755416EEB3712ECE73441075C2BDF73B75541E9524D6AE4E73441AECE873870B75541BD9DB94BEFE73441068B0BC96EB75541E6340167F0E73441EC2CACA36EB7554163716D6AF0E7344193A9A10E6FB75541371ABF57F0E7344115E032526FB75541BFD28255F1E73441DB25C0DF6FB75541A08CACF1F2E734410B55483A70B75541AA8116D1F3E734411D04367670B7554136978912F4E73441109DD5CD70B755412DB7DC9BF4E7344111DBC34C71B755410D8E6568F7E7344129B9E1C671B75541ADEC2519F7E734419593173772B755415E81CE03F7E73441D5F08AD672B75541540AFCA2F7E734417F044C4273B755411E06C8F9F8E734416A8052F373B755411ED7F734FAE734417CD4E15174B75541F5B0EF1FFBE734417EE6F5C774B7554120CE73EBFBE7344135498E0875B755416FEC42F8FBE73441AA010A3975B75541E6B63660FCE73441425AFA9075B75541D7549545FEE7344159B4280976B75541F2A71EA5FEE73441D7A7EC9F76B75541603116DFFFE73441D438240877B75541C5D0B9C800E8344193D4E08777B75541C40B7D9002E834418BE8354D78B75541EA09ABA003E83441697945CD78B75541CCB84ED904E83441A3E7273F79B75541C42D994F06E8344198168A9479B75541024926C106E83441540E21357AB75541FC2C5FC006E83441A97214CB7AB75541241CC72507E83441E9415A367BB75541187E310508E83441BAFA47727BB7554164FC81780AE834416D2571B67BB755411FA4B27E0CE83441FAED4DC97BB75541ED0D23390EE83441294EDCD17BB755418E2909CD0FE8344119BC17DA7BB75541BA81A64A12E834412C93EFD07BB75541FB1328AD13E834417B73DE997BB755413768787E16E834410653E1177BB755415CEF9D3818E83441B8C74DDA7AB75541110A567B19E83441527CBAB87AB75541555DF8C51BE8344185205B7C7AB755418B03CBD61DE83441E32F7E3F7AB755410046603C20E83441249DDC117AB75541B8AEE19E21E834419477CBDA79B75541826969CC22E8344175C6FE7E79B755412BB71A8125E83441DCB262B278B75541E8CB61BC27E83441022B4E1078B75541C4E1497728E8344146E14AAC77B755410CED711229E83441ED54C55D77B75541F1CED33828E83441FA5C5EF676B75541B6E0FCD228E8344134F518AF76B7554123B3585A2BE8344132EB765D76B75541DF3B19B32FE834412013C3F474B75541286ADEDE31E83441B2E3A3C674B755412A9BA40533E83441DF3E959D74B75541DF8321EA34E834416EFD185174B75541C1F593B736E8344127D0E60574B755415A6041C637E83441232FE5A073B7554157285A2B39E834418460954273B7554161BB13FE39E83441E53089B272B75541AD16D9CB3BE83441D172677872B75541C0ECABCD3AE83441921E190E72B755412D46E4383BE834413A078A0072B7554151A7A4F238E83441F65F704271B755410D97A47135E83441A8BFBBDD70B7554131EBEFAE33E83441B2D4E08270B75541DAAAB16232E83441A1B23E1370B75541BFDFAD1E32E83441F1B3A1986EB75541F3C30CD831E83441D99F14696DB75541BFEA924D34E83441D3A95FEB6BB75541BEF44E8035E834417509EF686BB7554141DEAAA836E83441BC119A7F6AB755413082F2ED38E83441E9E7C2766AB755416EC08AC03CE834416A838E3E67B75541163643E73AE83441339398EB66B755418D9559A53AE83441FADCC91766B75541E4CB2EE437E8344115A35B8065B755416FB4C74A35E834410E17FCDF63B755410DBEA3C532E83441EE3FE00063B7554139E5D4322BE8344129B5BC7B60B75541CDFA256728E83441AF528ADA5EB75541116EBAD51EE834415171C92A5DB7554123DA126216E8344161F59D955BB755418CB7727712E83441FA6D3F915AB7554144571E1710E83441F5DE1A075AB75541EA5010440EE83441C844559659B75541353B9CE80BE83441D271F7E758B75541F0DF874A0AE834417B5D5C5358B7554153CD537009E83441F6063AA857B75541EAFCF51001E8344106902B5755B7554138A26ED4F6E73441EC6D846D54B75541E6E99F81EEE73441F27A804B53B755411621B214DFE734411E9EE67452B75541CE688150DBE734410A41385352B75541225F3A2DD6E734416C03472552B75541B743F66AD3E734416DF5571D52B75541EBC7D054D1E73441CB73017352B755411B808887CFE734412E95E78F52B75541866827A5CBE73441B76603E452B75541E86AF3E8C7E73441591AE73453B755413095DFD4C2E7344199FF2E7653B75541B7570EDABFE73441FEE77E9C53B7554126705A16BFE73441B28B022C53B75541ED9F719FBDE73441E4D375DB52B75541663181F1BCE73441F4F8B44D52B7554176DC9406BCE73441487BA3D751B755416FA92F9BBAE7344168AD3AC151B755417BB90E67BAE73441E639612652B755414F3F251DBAE734417106B09E52B7554120FF3144BAE7344121584D2B53B75541A3783329BAE73441680AF1EA53B7554146500D67B9E73441EBEC668F54B75541B01247C4B7E7344104304DF654B755416D4A1588B5E73441C352145755B755416D619978B0E73441E94C47F655B755414EE502DAA8E734415976469B56B755413728D8049EE7344176A130A256B755416158683E9BE73441FBD2187156B75541A8F80F2B9AE73441842C340956B7554181F51CD698E73441C647CBDA55B755418C6357AF97E7344194C9DB0356B755415D6E9EC997E734412D83FD5F56B7554103FD507D98E73441B8663EC256B7554178AB943099E73441D1E7CD5757B75541EE98663596E734412C331C0B58B7554140CAB09A93E734415B44B2ED58B7554176D09E1991E734415C32909B59B755414508DFAA8CE73441533C4DAA5AB755411CE67BE489E73441E17836B35BB7554138C95A6E87E734415DB19FA45CB75541E0B9B35F85E7344176D9B0615DB7554140F5646484E7344159CEA6865EB75541F0E662BB83E7344194D77CF45EB755415718F0B382E73441A82624E45FB75541173BD58C81E73441B9438DC061B75541481545DF80E73441193F56E162B75541DAB883907FE734417ED05AAF63B75541531272007FE73441E3EFB19A64B75541EFA78FCE7FE734418CEEDC3665B755413A9058DA7EE734415729AF2666B75541CCBD57BE7DE73441738BE5A866B75541DE3666BC7DE73441D58A9F8067B7554142BC28B97DE7344179CC6BE768B755414CCC4F8B7EE73441B42A689669B75541D76D92B57DE7344162344B706AB75541179571457EE734413658E42A6CB7554164B1D5B57EE73441BA4E85846DB75541A243B08B7FE7344102FB06626EB75541866A91207FE7344165E7C6CE6EB75541427A2C8D80E7344139E3A26C6FB755410421348D81E7344179857F6570B75541358FBF4B83E73441C1491FD070B7554193597CDD83E734414546DA3871B7554123B2A70086E734414F25400A72B75541DC0A6E9487E73441D8D199A372B75541E28F44E587E734410311621873B755419F13C06888E73441A335CCC273B7554125A3F7638AE73441B0C7CD2774B755417B0271118CE73441DD26019174B7554142BB5DBC8DE734415D97870D75B755416BC622438EE734414E14C99F75B75541DFA5586E8FE7344100BE8D4776B75541E0DB401E92E73441EF9C461D77B7554100891B6D93E73441ECE6528577B75541EE7C08BC94E73441E3A95CED77B75541E2A3857B96E73441BD05636078B75541175953DB97E734413EB0C5CD78B7554129D165CE97E734411FE4672E79B75541F544783298E7344199A058A379B75541B8814B8099E734419CE4E5067AB75541119526039DE73441545CF2CF7AB7554113BC0B9B9FE73441682BEF227BB755418AB6BF8EA2E7344183978D987BB755419C0FB877A6E73441CFB1EC367CB75541B9BCB9B7A6E73441588F2FA67CB75541E99BDD4BAAE7344174AB781E7DB7554183DC8E8AB2E73441C9F27CD77EB755416F8FE0E6B6E734419F43D01A7FB75541ACB7F9F1B9E734417DDCCE497FB75541A2CDFBAFBDE734419CDE8D787FB75541F4BF9BD2C6E734416BB0388C7FB755411F66496FCDE73441F122CDAD7FB75541EC64CD80D1E73441C5E2E0AC7FB7554111614F27D6E734410525E9D37FB755416A92C13DDCE734418FBF935F80B755416D02596CE1E7344177C15B9181B755418E9B305FE3E734411B642E3582B755417F7631DDE7E73441F456FD5F81B75541
SS_IS_002	Islands	2	0106000020110F000001000000010300000001000000D10000007F7631DDE7E73441F456FD5F81B7554121EF66E8FEE73441839B2B617EB75541FB228009EBE73441B90071E974B755417810BDDCEAE73441BEC15FA674B755416AABED19EBE734417F817F8D74B755419518F0FFEAE734414E547F7774B75541DFFAA1B9EAE734416740666874B75541725DDA3EEAE73441CDE5F33074B755416EEB3712ECE73441075C2BDF73B75541E9524D6AE4E73441AECE873870B75541BD9DB94BEFE73441068B0BC96EB75541E6340167F0E73441EC2CACA36EB7554163716D6AF0E7344193A9A10E6FB75541371ABF57F0E7344115E032526FB75541BFD28255F1E73441DB25C0DF6FB75541A08CACF1F2E734410B55483A70B75541AA8116D1F3E734411D04367670B7554136978912F4E73441109DD5CD70B755412DB7DC9BF4E7344111DBC34C71B755410D8E6568F7E7344129B9E1C671B75541ADEC2519F7E734419593173772B755415E81CE03F7E73441D5F08AD672B75541540AFCA2F7E734417F044C4273B755411E06C8F9F8E734416A8052F373B755411ED7F734FAE734417CD4E15174B75541F5B0EF1FFBE734417EE6F5C774B7554120CE73EBFBE7344135498E0875B755416FEC42F8FBE73441AA010A3975B75541E6B63660FCE73441425AFA9075B75541D7549545FEE7344159B4280976B75541F2A71EA5FEE73441D7A7EC9F76B75541603116DFFFE73441D438240877B75541C5D0B9C800E8344193D4E08777B75541C40B7D9002E834418BE8354D78B75541EA09ABA003E83441697945CD78B75541CCB84ED904E83441A3E7273F79B75541C42D994F06E8344198168A9479B75541024926C106E83441540E21357AB75541FC2C5FC006E83441A97214CB7AB75541241CC72507E83441E9415A367BB75541187E310508E83441BAFA47727BB7554164FC81780AE834416D2571B67BB755411FA4B27E0CE83441FAED4DC97BB75541B045FE760FE83441DD07359D7CB755410F2FB1950DE834414311793F7DB755418601D4140BE8344188D1C9607DB75541000005CA09E83441763850077EB755415195D1470AE83441BF33157B7EB755415CC2E27D0BE83441281A50D17EB75541CC876FE40BE834419DAC0BC47FB75541B7A580410FE8344103D5CEF67FB755412B4687E011E83441868FA41480B75541E0433F9914E83441F7324F0280B755414B4E036A18E83441F27FEFA47FB75541913D89241BE83441D7D305557FB75541A7D641591EE834415757DA047FB755417FF7C5E221E834416694567B7EB75541F2A257C225E834419A8ED4AE7DB755416656DBCB27E8344104B86A187DB755415C1C76C92AE83441E47050237CB755415C96C8632EE83441CC62DF327BB7554199D266D931E834414CCBAEC07AB7554127D440F935E8344192CC0B387AB755410AFE7EFA38E8344103E77CD479B755412EF9FF0D3AE83441F69543AB79B75541EA184BAD3AE83441EE0CE98579B75541FECB913A3BE834413CE3B65679B75541D029C2303CE83441610205C078B755415524EFE33EE83441AE325A5F78B755411192248342E83441DBADBDB177B7554184B4AE7E47E8344157E11B0D77B75541B052AD424AE83441DB2E82CA76B75541734218D04BE834411CE4257376B75541D9FFBBE24EE834417077CF0076B75541F1EEEBF64FE8344148C37CAE75B755410E199AF050E83441FD94126E75B75541602C1A0351E834415905B9F574B7554125ED748850E834411A9CDB3E74B7554180825D0F51E83441919F27D373B75541A323942751E834410222F41D73B75541FBEF769A50E8344144A72E4F72B75541D97626634FE8344126E3128B71B755418982A0F44DE8344132966CD770B7554132256B464DE83441D190890370B7554118C996734CE83441E64F62696FB755411E61154A4BE83441D07A84CE6EB75541A69EB69F4AE83441655FA1DD6DB7554197B798C24AE83441C5B5B6D86CB75541EB5098FA4AE834411A37030E6CB7554192B745894BE83441C7FF0A446BB75541B88C59AC4CE83441B14D4B5E6AB75541894F291D4DE834417035539B69B75541509D418C4CE834413D6F541169B7554184C027E74BE83441290DCA6B68B75541402438844AE83441E32BBFCE67B75541856F21F648E8344164509D1E67B75541AC35FA9736E83441025C4AFE5EB755418D049F482DE8344182A070F65AB755412DD666AF2DE834414895F79259B7554101345A6F2DE834411EC98DA058B755410A32A7392AE83441BD9B0B4757B75541E11A35A022E83441F9D1025D56B75541957097951BE83441A653488055B75541B556ED0016E834414E9755FB54B75541F1CE79F10EE83441B171D64254B75541BFCE8C3109E83441B7FE419953B75541E6E99F81EEE73441F27A804B53B755411621B214DFE734411E9EE67452B75541CE688150DBE734410A41385352B75541225F3A2DD6E734416C03472552B75541B743F66AD3E734416DF5571D52B75541EBC7D054D1E73441CB73017352B755411B808887CFE734412E95E78F52B75541866827A5CBE73441B76603E452B75541E86AF3E8C7E73441591AE73453B755413095DFD4C2E7344199FF2E7653B75541B7570EDABFE73441FEE77E9C53B7554126705A16BFE73441B28B022C53B75541ED9F719FBDE73441E4D375DB52B75541663181F1BCE73441F4F8B44D52B7554176DC9406BCE73441487BA3D751B755416FA92F9BBAE7344168AD3AC151B755417BB90E67BAE73441E639612652B755414F3F251DBAE734417106B09E52B7554120FF3144BAE7344121584D2B53B75541A3783329BAE73441680AF1EA53B7554146500D67B9E73441EBEC668F54B75541B01247C4B7E7344104304DF654B755416D4A1588B5E73441C352145755B755416D619978B0E73441E94C47F655B755414EE502DAA8E734415976469B56B755413728D8049EE7344176A130A256B755416158683E9BE73441FBD2187156B75541A8F80F2B9AE73441842C340956B7554181F51CD698E73441C647CBDA55B755418C6357AF97E7344194C9DB0356B755415D6E9EC997E734412D83FD5F56B7554103FD507D98E73441B8663EC256B7554178AB943099E73441D1E7CD5757B75541EE98663596E734412C331C0B58B7554140CAB09A93E734415B44B2ED58B7554176D09E1991E734415C32909B59B755414508DFAA8CE73441533C4DAA5AB755411CE67BE489E73441E17836B35BB7554138C95A6E87E734415DB19FA45CB75541E0B9B35F85E7344176D9B0615DB7554140F5646484E7344159CEA6865EB75541F0E662BB83E7344194D77CF45EB755415718F0B382E73441A82624E45FB75541173BD58C81E73441B9438DC061B75541481545DF80E73441193F56E162B75541DAB883907FE734417ED05AAF63B75541531272007FE73441E3EFB19A64B75541EFA78FCE7FE734418CEEDC3665B755413A9058DA7EE734415729AF2666B75541CCBD57BE7DE73441738BE5A866B75541DE3666BC7DE73441D58A9F8067B7554142BC28B97DE7344179CC6BE768B755414CCC4F8B7EE73441B42A689669B75541D76D92B57DE7344162344B706AB75541DCFA073B7AE734411EBD2C326CB755415AF52E6478E73441B4B7AA4D6DB7554168E7C76F76E734415D8C8FAD6EB7554110D5887E77E73441E87C65C86FB755411ACBD7CB79E7344156A7849870B75541C80578F379E73441DA226DB171B7554113BCC5757BE734418FA33ECD72B75541251E65167AE73441AB3D385273B75541830E9C607CE7344145756ED473B755414E3AF0E37EE73441C874EB3074B75541DEF889837EE7344126DE3AC174B75541CBBEFA977EE734418CACD84875B755418E77D10C82E73441516AF65975B75541494407B283E73441F9BEDA7075B755416611215A84E7344161A9152A76B755413C3B262685E73441112CF9F676B75541256960F785E734411BED339D77B75541FFBE13BA87E73441867E0FF877B755416B8098EE87E73441E5C253B078B75541DACF5E658AE734412549B30E79B7554136A22A4C8BE734415104656F79B75541FDE36D8E8CE734411AEAEB297AB75541F90F13FD8EE7344116A704217BB75541C2D7D76590E734412BFCE0DB7BB75541CD3A3FDC92E73441F83400997CB75541383C12FD96E7344168425D467DB75541FA22A8BC99E73441C2B066457EB75541CFABF5A79DE734417E5B4E8A7EB75541A0BD000AA2E734412EE84CDC7EB755411CE49D76A4E73441360AE84C7FB75541215A2A04A8E7344170FE47897FB7554107493502ABE73441F3DCE71780B755419B3E48D4AFE7344140282F0E80B755417B03C493B2E734410BD0F08880B75541EBA18A1BB6E73441BB2830E580B7554126AF6E25B8E7344146AE280081B755415A7AC4AABBE73441133E72D780B755419DBA21A4BFE734418F0DBE1A81B75541E6D27C6BC5E73441F08FA0DC80B7554188CEB977C9E7344138054CDF80B75541BDAD80FFCCE734410A388B3B81B75541E4F5DF7FD0E73441304EE47E81B755414ECE3E97D0E73441526E66D481B75541BA3B6DFED0E734414FD59E4182B75541233AB0EFD2E734414DCCA16282B75541AFBCBF8DD5E734413CC025BA81B755412D797694DDE73441B05D5A4482B755418E9B305FE3E734411B642E3582B755417F7631DDE7E73441F456FD5F81B75541
SS_IS_005	Islands	2	0106000020110F000001000000010300000001000000B5000000375428E5ECE7344173FB9EC282B75541175AFAB8F2E734410B0B5EE981B7554189EF5DB302E83441A8CAAE957FB7554142E0D2FE04E83441292A20407FB755413418867110E83441626052957DB75541489BFED811E834419AE1F6607DB7554123F942D214E83441D9961BF27CB7554177FD051619E83441F7101B537CB75541F99F342224E8344198113FB77AB75541AB4583F925E83441753298727AB75541C472FB9F29E83441AB8584EA79B75541A99DCFD82CE83441F061727F79B755419213651933E834417F28A3B178B75541222B8F3033E83441659DA9AC78B75541AE312EB936E834412DC83D3778B75541973D1ED43AE83441761B52AD77B75541D5128E7840E834416F1BF9F676B755419572E5BA40E83441706E99EE76B755410E15218343E83441AE8814A076B75541A0D172D047E83441DE71AB2676B75541C2C6FCFD4AE83441437CF9CC75B7554122F443DC4CE8344189892B8A75B755411058609C4DE8344133C5586F75B755410B1225AB4FE83441411AC52575B75541602C1A0351E834415905B9F574B75541215FCD774DE834410587C47573B755411BD018994BE83441CA6679AD72B755416DEB024548E834411BE04C1F71B75541A4068C3C48E8344158CACE1A71B75541F06AD39947E834410B598CC670B75541A1B88AD545E8344179706EC56FB75541C1AD1AA645E83441EE6973AA6FB75541E8B8AF9844E83441AB4072396FB75541F020492944E83441669CB60A6FB75541802C38D540E834417C603FA56DB755417ED6BE6E40E834412961457A6DB75541719327133FE83441AD2E71E86CB75541FA69F7C63EE834412EF39DC46CB755419ED3BC7B3CE834415DA17DB06BB75541C22EEE2D3CE83441FAC2E78B6BB755414303B0A63BE8344193A09C436BB7554112C88B9B3BE834416204773D6BB75541F0E0120E3BE834419C8667F96AB7554120915C753AE8344160E8EDAF6AB7554128E4E92F3AE83441A0BE878E6AB755418B0A3CBC39E8344178C1D5546AB755419D14065439E8344101D7D5206AB75541DE4D8DDD37E834415ED90B6669B7554107379CD436E83441406DE8E168B75541C1C77CAC34E83441E2237DCE67B755419163D7BB32E834419B712DD666B7554166380AC331E834416B57C55966B75541D1DF804A31E83441289F031E66B755415AC33AF22EE83441C28A5BF464B755415351B6AA2EE83441D534C9D064B75541CB54627E2EE83441516CC1BA64B75541CCA54A162EE83441506D078764B75541DC184CFC2DE8344137311B7A64B75541AFD5EBC62DE834416E88945F64B755416631839F2DE83441E649FC4B64B755410972A55C2DE83441D523C52A64B75541B9B851072DE834417FB2560064B75541F6B84DA42CE834412C8C1ECF63B7554172B572462CE83441526778A063B755419610C2E72BE83441BA79667163B75541D22775712BE834417B9A9B3663B755413AA480162BE8344180406B0963B75541BB0703802AE83441007898BE62B755418332D73A2AE834412730379C62B755414D3129F429E83441FF50157962B75541069536C029E8344183C3435F62B75541140C8E7129E8344152EC273862B75541D6C8462B29E834415D7F3F1562B755416F24FEEE28E83441D31D46F761B755412A13FA9028E834415B0089C861B755412C53463728E834413C69FC9A61B755419B5419E527E834416EE9E07061B75541E0ECF9A027E83441E3D3004E61B755416D98736C27E8344153A71C3361B75541BF88DCD026E834410F506CE360B75541C77F97B026E834411B94E8D260B75541D40B749526E8344168A002C560B75541DAEC1D3526E834414D57AE9360B7554198223AF225E83441F8D06E7160B75541471D4BAF25E83441EDB4234F60B75541EBEB4B5225E83441D8E5801F60B755419121AFD224E83441EF4E29DE5FB7554130FC2C6D24E83441FB5430AA5FB7554105EE8DA923E83441FB62FF455FB7554160983D8D22E83441DC5169B45EB7554133CBC9B51EE834410DD8DCED5EB755415B1A9EA814E83441F275766B5FB75541F91A486C0BE83441DE71DEDE5FB755415DA5964405E83441B5FEBE8360B75541040C1BD401E8344148EA38E360B7554133CAC7D201E83441152F5DE360B755417CF7B7BAF7E73441E46A936461B755419A244C10EBE734419807EC1962B75541275E1AC2EAE73441A43C2BAA61B7554180CA554DE9E734416B51CDBC61B75541FD1DE89AE9E73441EE93332D62B75541A2BFA906E6E7344166093E6862B75541B3F49785E0E73441EE51127562B75541358DEC7EE0E734413916AAF961B7554108B982FFDEE734410B15F7FA61B75541B4562D06DFE73441A6A45A7662B75541E91DCEE1D3E73441818F818F62B75541755B36DECBE73441B901D1C662B7554122A503DDCBE734419B0511C762B75541EF36873EC8E73441AD254C7F63B75541D964CBAEC4E73441B7CF983464B75541843C3AABC3E73441974C76E263B755412843E495C2E73441E8A89B1964B75541B01B7595C3E734415F6B756A64B7554197B23894C3E73441C931B36A64B75541D55508D3BEE73441CFFDE85F65B75541E04259B5BEE73441B531371B65B755418080A494BEE734419F3866EF64B75541BDAF5868BEE73441486802D264B755418E0A3C03BEE73441B285DEAC64B7554101AA9632BDE734416BA7EE9264B755413AE0A8ACBCE734413D6C8D8A64B755419F07C9C6BBE734416CB6F07E64B75541657996E9BAE73441FFAFAB7A64B755418D3DAF0CBAE73441C3B6F97364B755411F7DB155B9E73441A105707264B75541BDBCB39EB8E734414254E67064B7554102E3EABEB7E734413E17F27F64B75541B9ECA205B7E73441C6E9508F64B755418B3BE18DB6E734413764C0AD64B7554162F5BBB6B5E73441EE9821C464B75541BED38D0BB5E73441CDA953FA64B75541F25B99B4B3E73441AD58886B65B7554142A13A83B2E73441CF59C19B65B7554176A770D4B1E73441D0B2D8C865B75541C0E81902B1E7344121AC67F165B75541FB0B0326B0E7344158E3C3FC65B75541B38F3308AFE73441AC45497366B75541D2623052ADE7344127F904DA66B755413C6908B2ABE734414031982D67B755414FF96508ABE7344154B343A067B75541BD8035C0A9E73441AD93783368B75541BE889343A9E73441F8B7237668B755415CC23C79A8E73441539400BD68B75541C520DAC3A6E73441C3F7E61E69B755418873AE8BA5E73441FCBB6CCA69B7554147AC3A6AA5E73441D41891346AB7554109AB0D5AA5E73441DD085EAD6AB7554149F72D7FA5E734416A2277486BB75541FD115583A4E73441069D27E16BB75541D8B9D514A4E7344183A0A34A6CB75541367805E5A3E73441F62145816CB7554119C20F31A4E73441F7B1B7D16CB755416070CEAAA4E73441644B6A106DB75541B5E6E8B0A4E7344148F7BC126DB755411CAE5EBBA4E734417316BC166DB75541E5942BBAA4E734413CC4F9166DB75541D7C7AF21A4E734418387C2326DB75541B5D568BCA3E73441588C38456DB755417EEB9CC3A3E73441D384CE476DB755411395E8CCA3E7344166E1254B6DB75541E87BB5CBA3E73441298F634B6DB7554124D8ECF9A2E734417577E4746DB7554158EA718CA3E73441148E8F9F6DB75541347BD0D5A8E73441489EBF296FB755417F9663F1B0E734418793509071B75541EAE65F89B5E7344129C783EC72B7554130D47092C7E73441D715573578B75541B5E30D78C8E734416A779E7878B75541D933AEF0CBE734417CA8FB7C79B7554152F1A810CDE73441C52E57CE79B755414C89D45CCDE73441D908DCE379B75541EC6A478AD9E73441781498547DB75541A3E7C46ADBE73441150857DC7DB755412BA39CA0DCE73441857136337EB755417740037EE0E734413444A5487FB755414F826342E1E734412659B77F7FB755417A7CC7E5E6E734412C926B1481B75541031CA5ECE7E73441FABBFB5D81B75541D2FA8688E8E73441DAF9298A81B75541375428E5ECE7344173FB9EC282B75541
SS_IS_007	Islands	2	0106000020110F0000010000000103000000010000008200000005EE8DA923E83441FB62FF455FB7554160983D8D22E83441DC5169B45EB7554133CBC9B51EE834410DD8DCED5EB75541F91A486C0BE83441DE71DEDE5FB75541040C1BD401E8344148EA38E360B7554133CAC7D201E83441152F5DE360B7554151DF84B9F7E73441C318D16461B75541846E190FEBE73441850B2C1A62B75541B905B599E9E73441CE41712D62B755417F097705E6E73441550D7E6862B75541853E6584E0E73441D855527562B7554192A0FA04DFE7344192A89A7662B7554175059BE0D3E734414B3DBF8F62B7554122A503DDCBE734419B0511C762B75541EF36873EC8E73441AD254C7F63B75541D964CBAEC4E73441B7CF983464B75541404C98ADC4E73441817DD63464B75541B01B7595C3E734415F6B756A64B7554197B23894C3E73441C931B36A64B75541D55508D3BEE73441CFFDE85F65B75541173DD5D1BEE7344197AB266065B75541173DD5D1BEE7344197AB266065B7554186D56066B7E734418672532067B75541405921DEB3E7344169FED5F767B75541CB2E460BB7E73441EB58530F69B7554170EF7F5EB3E73441136DFAEB69B755412AA4FEFDAFE73441D873600869B75541AC5F13B2ABE73441E84FB13D6AB75541CA321AFFADE73441439C17FE6AB755416070CEAAA4E73441644B6A106DB75541E309A5A9A4E73441A536AA106DB7554165E2BFAFA4E734419E38FF126DB75541E5942BBAA4E734413CC4F9166DB75541D7C7AF21A4E734418387C2326DB75541B5D568BCA3E73441588C38456DB75541AFA72BBBA3E734418FA671456DB75541F58473C2A3E7344114700E486DB75541E87BB5CBA3E73441298F634B6DB7554124D8ECF9A2E734417577E4746DB7554158EA718CA3E73441148E8F9F6DB755417F9663F1B0E734418793509071B755417F9663F1B0E734418793509071B755416E109420B5E73441B106DACB72B75541B316CE64B5E7344146F0F2DF72B7554130D47092C7E73441D715573578B75541B5E30D78C8E734416A779E7878B75541D933AEF0CBE734417CA8FB7C79B7554152F1A810CDE73441C52E57CE79B755414C89D45CCDE73441D908DCE379B75541EC6A478AD9E73441781498547DB75541A3E7C46ADBE73441150857DC7DB755412BA39CA0DCE73441857136337EB755417740037EE0E734413444A5487FB755417A7CC7E5E6E734412C926B1481B75541031CA5ECE7E73441FABBFB5D81B75541387037EBE7E7344128A3295E81B75541D2FA8688E8E73441DAF9298A81B75541375428E5ECE7344173FB9EC282B75541175AFAB8F2E734410B0B5EE981B7554189EF5DB302E83441A8CAAE957FB7554142E0D2FE04E83441292A20407FB755413418867110E83441626052957DB7554177FD051619E83441F7101B537CB75541F99F342224E8344198113FB77AB755412B968CF925E83441D11998727AB75541C472FB9F29E83441AB8584EA79B75541222B8F3033E83441659DA9AC78B75541AE312EB936E834412DC83D3778B7554146D666D43AE83441DDA745AD77B75541AB99CE523FE83441965B4D1677B755419572E5BA40E83441706E99EE76B75541C2C6FCFD4AE83441437CF9CC75B755411058609C4DE8344133C5586F75B75541D853B4E750E83441D5878DF974B75541602C1A0351E834415905B9F574B755414E30250F51E834413F500BF474B7554100D2790051E83441235FF1ED74B75541215FCD774DE834410587C47573B755411BD018994BE83441CA6679AD72B755416DEB024548E834411BE04C1F71B7554147ED9CE747E83441ADC2A9F370B755413D07E68747E83441F1E840BD70B75541E7F7E7A445E834412B6EB3AA6FB75541857FC92845E834415CA1A6766FB755419569A22844E8344104B02F0B6FB75541367E306F40E83441A0E9327B6DB755416A7BF4113FE83441C8DCAEE86CB75541C816BB2C3CE834411571258C6BB7554117B0589A3BE8344175B2B43D6BB75541672EB72E3AE83441CDC2C78E6AB75541E3F7575339E83441A7B15A216AB755410C124AAB34E834410728BDCE67B75541B182D7C131E83441895B055A66B75541D1DF804A31E83441289F031E66B755415AC33AF22EE83441C28A5BF464B755415351B6AA2EE83441D534C9D064B75541CB54627E2EE83441516CC1BA64B75541CCA54A162EE83441506D078764B75541DC184CFC2DE8344137311B7A64B75541AFD5EBC62DE834416E88945F64B755416631839F2DE83441E649FC4B64B755410972A55C2DE83441D523C52A64B75541B9B851072DE834417FB2560064B75541F6B84DA42CE834412C8C1ECF63B7554172B572462CE83441526778A063B755419610C2E72BE83441BA79667163B75541D22775712BE834417B9A9B3663B755413AA480162BE8344180406B0963B75541BB0703802AE83441007898BE62B755418332D73A2AE834412730379C62B755414D3129F429E83441FF50157962B75541069536C029E8344183C3435F62B75541140C8E7129E8344152EC273862B75541D6C8462B29E834415D7F3F1562B755416F24FEEE28E83441D31D46F761B755412A13FA9028E834415B0089C861B755412C53463728E834413C69FC9A61B755419B5419E527E834416EE9E07061B75541E0ECF9A027E83441E3D3004E61B755416D98736C27E8344153A71C3361B75541BF88DCD026E834410F506CE360B75541C77F97B026E834411B94E8D260B75541D40B749526E8344168A002C560B75541DAEC1D3526E834414D57AE9360B7554198223AF225E83441F8D06E7160B75541471D4BAF25E83441EDB4234F60B75541EBEB4B5225E83441D8E5801F60B755419121AFD224E83441EF4E29DE5FB7554130FC2C6D24E83441FB5430AA5FB7554105EE8DA923E83441FB62FF455FB75541
